"","score","text"
"213",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"214",0,"RT @FemMajority: These are the REAL looters of #Baltimore: http://t.co/fIrOCGjeta #BaltimoreUprising"
"215",-1,"RT @movement_news: NewsRevo :
Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/R8Uth3L5Pp  #Baltimore #Bal…"
"216",0,"RT @aimn2please: This Image Speaks For Itself. #BaltimoreUprising http://t.co/OT4ZFj12Ws"
"217",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"218",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"219",-2,"RT @TheRoot: The #BaltimoreUprising is one incident in the bloody history of police brutality in #Baltimore http://t.co/lq0zQzvgYI http://t…"
"220",0,"These are the REAL looters of #Baltimore: http://t.co/fIrOCGjeta #BaltimoreUprising"
"221",-1,"RT _ThehOOdRept_: #RIP #TrayvonMartin #KendrickJohnson #EricGarner #MikeBrown #WalterScott #BaltimoreUprising #Fre… http://t.co/wEinBHQpeg"
"222",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"223",-1,"RT _ThehOOdRept_: #RIP #TrayvonMartin #KendrickJohnson #EricGarner #MikeBrown #WalterScott #BaltimoreUprising #Fre… http://t.co/Nku4aEhRhZ"
"224",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"225",-1,"RT @WayneDupreeShow: Liberal policies have failed (drops mic) 

#Baltimore #BaltimoreUprising #Ferguson #BlackLivesMatter #BlackSpring http…"
"226",-1,"RT @JoelleJanuary: RT _ThehOOdRept_: #RIP #TrayvonMartin #KendrickJohnson #EricGarner #MikeBrown #WalterScott #BaltimoreUprising #Fre… http…"
"227",-4,"RT @chicago_iso: #BaltimoreUprising is fighting racist police terrorism and racist economic terrorism all at once. #Justice4Freddie http://…"
"228",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"229",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"230",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"231",-1,"RT _ThehOOdRept_: #RIP #TrayvonMartin #KendrickJohnson #EricGarner #MikeBrown #WalterScott #BaltimoreUprising #Fre… http://t.co/Wwq0pmvpIO"
"232",-1,"RT @deray: A @BaltimorePolice officer said ""he'll be alright"" when we asked about the condition of the man they just shot. #BaltimoreUprisi…"
"233",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"234",0,"RT @deray: Necks. Windows. #BaltimoreUprising http://t.co/LWU8H2aDDh"
"235",-1,"NewsRevo :
Journalism is a Crime - Arrested for Documenting Curfew Enforcement - http://t.co/R8Uth3L5Pp  #Baltimore #BaltimoreUprising #WP…"
"236",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"237",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"238",-1,"RT @La_Directa: Amb el HT #Blackspring #BaltimoreUprising o #Blacklivesmatter milers de manifestants es van congregar dies després a ciutat…"
"239",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"240",-1,"#BlackLivesMatter #BaltimoreUprising #racismisNOTajoke worst race wars in Am was in 1919, 2016 may be repeat: Read=&gt; http://t.co/FrJ9Vis98a"
"241",-3,"RT @av_ruc: The criminalization and relentless, state-sanctioned attacks on black bodies is a public health issue #BaltimoreUprising"
"242",0,"Coming soon to #Balitmore #BaltimoreUprising #BalitmoreRiots https://t.co/oWoQsunnmL"
"243",-1,"@iamYungBandz New single straight drop<ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> go listen to my shit , https://t.co/8lKsEmRdNz #MindMadeUpRecords #SoundCloud  #BaltimoreUprising"
"244",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"245",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"246",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"247",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"248",0,"I want a flash mob to do the whole dancing gang fight/peace sequence in front of a police line. #BaltimoreUprising  https://t.co/o5ER9hn7wZ"
"249",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"250",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"251",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"252",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"253",0,"Why Comparisons Between the Boston Tea Party and Baltimore Riots are Wrong
http://t.co/QZtHIrdSyS
#BaltimoreUprising #BaltimoreRiots"
"254",0,"RT @deray: Today's @BaltimoreSun cover. Tuesday. #FreddieGray #BaltimoreUprising http://t.co/bI1bcfreRT"
"255",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"256",0,"RT @aimn2please: This Image Speaks For Itself. #BaltimoreUprising http://t.co/OT4ZFj12Ws"
"257",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"258",-1,"RT @irisenchanted: there are people who believe that everyone promoting #BaltimoreUprising are defending violence.

why does that rhetoric …"
"259",0,"RT @aimn2please: This Image Speaks For Itself. #BaltimoreUprising http://t.co/OT4ZFj12Ws"
"260",-3,"RT @av_ruc: The criminalization and relentless, state-sanctioned attacks on black bodies is a public health issue #BaltimoreUprising"
"261",0,"RT @aimn2please: This Image Speaks For Itself. #BaltimoreUprising http://t.co/OT4ZFj12Ws"
"262",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"263",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"264",2,"RT @LatestAnonNews: NYPD came and tried to run over protesters peaceful #BaltimoreUprising solidarity demo last night. http://t.co/imwdK7ST…"
"265",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"266",-2,"RT @dropoutnation: At Dropout Nation: #Baltimore's Shameful Cops &amp; Schools by Michael Holzman http://t.co/4Y7cq72QKW #edreform #BaltimoreUp…"
"267",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"268",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"269",1,"https://t.co/IX0NrMEY3a I love this song #Revolution #BaltimoreUprising"
"270",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"271",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"272",0,"RT @deray: Judge OKs Md. Gov. Hogan's order to extend hold on #BaltimoreUprising arrestees http://t.co/iKlRXY6DZc http://t.co/iMTkv5UUbz"
"273",-1,"RT @WayneDupreeShow: Liberal policies have failed (drops mic) 

#Baltimore #BaltimoreUprising #Ferguson #BlackLivesMatter #BlackSpring http…"
"274",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"275",0,"RT @Copwatch: RT @BmoreBloc: @WeCopWatch out here, with newest member, Brother who filmed #FreddieGray's arrest. #BaltimoreUprising http://…"
"276",0,"RT @aimn2please: This Image Speaks For Itself. #BaltimoreUprising http://t.co/OT4ZFj12Ws"
"277",2,"Things happening in #Baltimore this week to support community building and furthering the work of #BaltimoreUprising http://t.co/j05YKO2DzK"
"278",0,"RT @kammi_g: Deray McKesson spoke the truth. #BaltimoreUprising
https://t.co/y6WSUv2VWi"
"279",1,"RT @JournalNEO: Is “American-style Democracy” of Any Good to Anyone? http://t.co/N1u2w7cgDK #BaltimoreUprising #BaltimoreRiots http://t.co/…"
"280",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"281",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"282",1,"RT @Hariri_1987: BRILLIANT! - Deray Mckesson @deray hushes CNN presenter @wolfblitzer regarding #BaltimoreUprising. http://t.co/ib339OSoQp …"
"283",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"284",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"285",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"286",0,"RT @aimn2please: This Image Speaks For Itself. #BaltimoreUprising http://t.co/OT4ZFj12Ws"
"287",-2,"At Dropout Nation: #Baltimore's Shameful Cops &amp; Schools by Michael Holzman http://t.co/4Y7cq72QKW #edreform #BaltimoreUprising"
"288",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"289",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"290",0,"RT @selinasorrels: Geraldo Rivera Slammed By US Marine For Calling #BaltimoreUprising Protesters 'Thugs'...
Live Video.. (THE REAL DEAL) ht…"
"291",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"292",2,"RT @TheFinalCall: Street organizations work for peace http://t.co/mrc7xGpQy7 #BaltimoreUprising"
"293",0,"Per pool, #LorettaLynch met w/ 12 officers who were on duty the night of #BaltimoreUprising on Mon. She called them ""harest working"" in U.S."
"294",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"295",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"296",0,"4thWorldRadyo: 'The Dogs of Race War: Negro Mercenaries &amp; The #BaltimoreUprising' | http://t.co/hOqWCY7Roe #PirateRadio #TalkRadio"
"297",0,"4thWorldRadyo: 'The Dogs of Race War: Negro Mercenaries &amp; The #BaltimoreUprising' | http://t.co/Vj4aUfNlvQ #PirateRadio #TalkRadio"
"298",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"299",0,"<ed><U+00A0><U+00BD><ed><U+00BA><U+00AB>
@righttoprotest 
@WritersofColour 
#WordsThatDontGetUsedEnough 
#BaltimoreUprising 
 <ed><U+00A0><U+00BC><ed><U+00BE><U+00AF>
http://t.co/PrE9QM3gNU http://t.co/BTJ29R5o2l"
"300",0,"#BaltimoreUprising #SocialistWorker https://t.co/XMKa2lY8oM"
"301",-1,"RT @WayneDupreeShow: Liberal policies have failed (drops mic) 

#Baltimore #BaltimoreUprising #Ferguson #BlackLivesMatter #BlackSpring http…"
"302",-1,"RT @WayneDupreeShow: Liberal policies have failed (drops mic) 

#Baltimore #BaltimoreUprising #Ferguson #BlackLivesMatter #BlackSpring http…"
"303",-2,"RT @LatuffCartoons: If a protest causes financial loss to the govt, then it's a successful protest! #BaltimoreUprising http://t.co/HIne0IXu…"
"304",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"305",0,"http://t.co/a2WOHrN1u6 #Texas #TexasRising #BaltimoreUprising #CNN #FoxNews #InfoWars"
"306",2,"RT @TheFinalCall: Street organizations work for peace http://t.co/mrc7xGpQy7 #BaltimoreUprising"
"307",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"308",1,"RT @astraeanixie: This is very important. #BaltimoreUprising http://t.co/AXWQpOKrM6"
"309",0,"#BaltimoreUprising http://t.co/pV1KsG80P1  http://t.co/o7keOaBIH7 Picture taken in military occupied #Baltimore in May."
"310",-1,"RT @TheAnonMessages: ALL HE DID WAS STAND HIS GROUND. HE DID NOTHING WRONG. #BaltimoreUprising http://t.co/3tpIuHD7OG"
"311",2,"RT @TheFinalCall: Street organizations work for peace http://t.co/mrc7xGpQy7 #BaltimoreUprising"
"312",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"313",2,"Street organizations work for peace http://t.co/mrc7xGpQy7 #BaltimoreUprising"
"314",1,"Top #social headlines: #BaltimoreUprising, Aid for Nepal, Facebook Video Messenger - http://t.co/J6T1PuHOUV http://t.co/ARS39hHZKj"
"315",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"316",0,"This Image Speaks For Itself. #BaltimoreUprising http://t.co/XjUUgAe20N"
"317",0,"This Image Speaks For Itself. #BaltimoreUprising http://t.co/OT4ZFj12Ws"
"318",0,"RT @ori_no_co: Streets of #Athens, #Greece

#BaltimoreUprising http://t.co/6qIwyngOaD"
"319",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"320",-1,"RT @WayneDupreeShow: Liberal policies have failed (drops mic) 

#Baltimore #BaltimoreUprising #Ferguson #BlackLivesMatter #BlackSpring http…"
"321",0,"Shahid Buttar on the #BaltimoreUprising http://t.co/PUuhMfipsS"
"322",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"323",-1,"RT @LeftSentThis: I've added arrows/labels showing why this image captures police terrorism in the #BaltimoreUprising and beyond. http://t.…"
"324",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"325",-1,"RT @Bipartisanism: Conservatives: ""If #FreddieGray obeyed the law he would be alive.""

Reality: HE BROKE NO LAWS.

#BaltimoreUprising http:…"
"326",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"327",0,"This is Baltimore | Manda Writes Things: @manda_writes 
http://t.co/hfOyDDtdw1 
 #BaltimoreUprising"
"328",-1,"RT @ajplus: Protestor taken on stretcher after being sprayed, knocked, dragged face down by #Baltimore police. #BaltimoreUprising http://t.…"
"329",2,"RT @OccupyWallStNYC: ""Love In The Time Of Curfew,"" Informative, sensitive piece on the #BaltimoreUprising by new outlet @abernathymag: http…"
"330",0,"RT @NaturallySlater: Very insightful analysis: ""Reflections on the Institution of Police and a Radical Alternative"" #BaltimoreUprising http…"
"331",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"332",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"333",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"334",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"335",0,"RT @lmlleaseEOAN: #Baltimore mayor welcomes protestors #BaltimoreUprising http://t.co/0Ozk9mew9o  #RedNationRising #IARTG #PJNET #Baltimore…"
"336",2,"RT @OccupyWallStNYC: Freddie Gray Matters. NYC in solidarity with the #BaltimoreUprising. Grand Central earlier tonight. http://t.co/cxYqcG…"
"337",0,"RT @RobinDGKelley: Ruthie Gilmore gets to the heart of the matter. http://t.co/Y14BlOZgMw #MustRead #BaltimoreUprising"
"338",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"339",0,"RT @KWRose: Why I don't automatically believe @BaltimorePolice's account of...anything...: #BaltimoreShooting #BaltimoreUprising http://t.c…"
"340",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"341",0,"RT @FemiOke: Now what? Today @AJStream #BaltimoreUprising. Join the convo live at 1932g.

Cartoon ht @hertzmau5 http://t.co/JuLmJMV9D6"
"342",0,"RT @bigfreaknasty00: @FoxNews @CNN @infowars @RealAlexJones @Rambobiggs @selinasorrels @msnbc my 12yo son wrote this #BaltimoreUprising htt…"
"343",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"344",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"345",1,"The #BaltimoreUprising is a symptom of a much larger problem! LIKE our page Brave New Films like emotikon… — https://t.co/gR799qOYJt"
"346",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"347",0,"Outside US Embassy in Grosvenor Square London now #BaltimoreUprising #BlackLivesMatter #FreddieGray http://t.co/SQVB5a1IsH"
"348",-2,"http://t.co/DAk22P7ZW8 How undercover cops killed the people's movement, @OccupyWallStNYC @OccupyWallStreV &amp; #BaltimoreUprising. Corruption!"
"349",1,"RT @freedomgirl2011: 200 people gathered NOW outside the US embassy in #London for solidarity with #BaltimoreUprising #FreddieGray http://t…"
"350",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
